"","Plot.Name","Plot.Number","Artificial.Cover.Object.Number","Year","Date","Time","Survey.Number","Eastern.Redback.Salamander.Count","Redback.form.of.Eastern.Redback.Salamander.Count","Leadback.form.of.Eastern.Redback.Salamander.Count","Artificial.Cover.Object.Age..year.s..","Observer.Names","Precipitation.in.the.Last.24.hours..mm.","Air.Temperature..degC.","Soil.Temperature..degC.","Beaufort.Sky.Class","Beaufort.Wind.Class","Soil.Moisture","Soil.pH"
"392","Pendall Point","01 08","21","2008","22/05/2008","11:30 AM","4","2","1","1","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"393","Pendall Point","01 08","23","2008","22/05/2008","11:30 AM","4","1","0","1","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"394","Pendall Point","01 08","26","2008","22/05/2008","11:30 AM","4","1","0","1","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"395","Pendall Point","01 08","30","2008","22/05/2008","11:30 AM","4","1","1","0","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"396","Pendall Point","01 08","31","2008","22/05/2008","11:30 AM","4","1","1","0","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"397","Pendall Point","01 08","32","2008","22/05/2008","11:30 AM","4","2","2","0","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"398","Pendall Point","01 08","34","2008","22/05/2008","11:30 AM","4","1","1","0","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"399","Pendall Point","01 08","36","2008","22/05/2008","11:30 AM","4","2","1","1","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"400","Pendall Point","01 08","38","2008","22/05/2008","11:30 AM","4","2","2","0","5","M.DesJardine","0.8","10","N/A","1","3","N/A","N/A"
"401","Cameron Lake Dunes","01 01","1","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"402","Cameron Lake Dunes","01 01","2","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"403","Cameron Lake Dunes","01 01","3","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"404","Cameron Lake Dunes","01 01","5","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"405","Cameron Lake Dunes","01 01","12","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"406","Cameron Lake Dunes","01 01","15","2008","22/05/2008","1:10 PM","4","1","0","1","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"407","Cameron Lake Dunes","01 01","16","2008","22/05/2008","1:10 PM","4","2","1","1","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"408","Cameron Lake Dunes","01 01","20","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"409","Cameron Lake Dunes","01 01","21","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"410","Cameron Lake Dunes","01 01","22","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"411","Cameron Lake Dunes","01 01","26","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"412","Cameron Lake Dunes","01 01","27","2008","22/05/2008","1:10 PM","4","3","2","1","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"413","Cameron Lake Dunes","01 01","28","2008","22/05/2008","1:10 PM","4","1","0","1","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"414","Cameron Lake Dunes","01 01","40","2008","22/05/2008","1:10 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"415","South Cameron Lake","01 07","1","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"416","South Cameron Lake","01 07","7","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"417","South Cameron Lake","01 07","9","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"418","South Cameron Lake","01 07","15","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"419","South Cameron Lake","01 07","22","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"420","South Cameron Lake","01 07","32","2008","22/05/2008","1:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","13","N/A","1","1","N/A","N/A"
"421","Emmett Lake","01 02","2","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"422","Emmett Lake","01 02","9","2008","22/05/2008","2:30 PM","4","2","0","2","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"423","Emmett Lake","01 02","11","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"424","Emmett Lake","01 02","12","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"425","Emmett Lake","01 02","16","2008","22/05/2008","2:30 PM","4","2","2","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"426","Emmett Lake","01 02","17","2008","22/05/2008","2:30 PM","4","1","0","1","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"427","Emmett Lake","01 02","19","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"428","Emmett Lake","01 02","20","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"429","Emmett Lake","01 02","21","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"430","Emmett Lake","01 02","22","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"431","Emmett Lake","01 02","24","2008","22/05/2008","2:30 PM","4","2","2","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"432","Emmett Lake","01 02","25","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"433","Emmett Lake","01 02","27","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"434","Emmett Lake","01 02","28","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"435","Emmett Lake","01 02","30","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"436","Emmett Lake","01 02","32","2008","22/05/2008","2:30 PM","4","2","1","1","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"437","Emmett Lake","01 02","39","2008","22/05/2008","2:30 PM","4","1","0","1","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"438","Emmett Lake","01 02","40","2008","22/05/2008","2:30 PM","4","1","1","0","5","M.Desjardine/K.St.James/Allie","0.8","14","N/A","0","2","N/A","N/A"
"439","Cameron Lake Dunes","01 01","2","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"440","Cameron Lake Dunes","01 01","3","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"441","Cameron Lake Dunes","01 01","6","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"442","Cameron Lake Dunes","01 01","17","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"443","Cameron Lake Dunes","01 01","18","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"444","Cameron Lake Dunes","01 01","19","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"445","Cameron Lake Dunes","01 01","20","2009","28/04/2009","13:15","1","2","2","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"446","Cameron Lake Dunes","01 01","21","2009","28/04/2009","13:15","1","4","3","1","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"447","Cameron Lake Dunes","01 01","22","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"448","Cameron Lake Dunes","01 01","23","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"449","Cameron Lake Dunes","01 01","25","2009","28/04/2009","13:15","1","3","3","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"450","Cameron Lake Dunes","01 01","26","2009","28/04/2009","13:15","1","2","1","1","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"451","Cameron Lake Dunes","01 01","31","2009","28/04/2009","13:15","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"452","Cameron Lake Dunes","01 01","40","2009","28/04/2009","13:15","1","2","2","0","6","M.Patrikeev/C. Lariviere","4.5","13","10","3","N/A","N/A","N/A"
"453","Emmett Lake","01 02","5","2009","29/04/2009","15:08","1","2","2","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"454","Emmett Lake","01 02","6","2009","29/04/2009","15:08","1","2","1","1","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"455","Emmett Lake","01 02","8","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"456","Emmett Lake","01 02","9","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"457","Emmett Lake","01 02","10","2009","29/04/2009","15:08","1","2","2","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"458","Emmett Lake","01 02","11","2009","29/04/2009","15:08","1","1","0","1","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"459","Emmett Lake","01 02","16","2009","29/04/2009","15:08","1","3","0","3","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"460","Emmett Lake","01 02","17","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"461","Emmett Lake","01 02","18","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"462","Emmett Lake","01 02","19","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"463","Emmett Lake","01 02","20","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"464","Emmett Lake","01 02","21","2009","29/04/2009","15:08","1","4","3","1","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"465","Emmett Lake","01 02","22","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"466","Emmett Lake","01 02","23","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"467","Emmett Lake","01 02","26","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"468","Emmett Lake","01 02","27","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"469","Emmett Lake","01 02","28","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"470","Emmett Lake","01 02","30","2009","29/04/2009","15:08","1","2","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"471","Emmett Lake","01 02","31","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"472","Emmett Lake","01 02","32","2009","29/04/2009","15:08","1","1","0","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"473","Emmett Lake","01 02","35","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"474","Emmett Lake","01 02","36","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"475","Emmett Lake","01 02","37","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"476","Emmett Lake","01 02","38","2009","29/04/2009","15:08","1","1","1","0","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"477","Emmett Lake","01 02","39","2009","29/04/2009","15:08","1","1","0","1","6","M.Patrikeev/C. Lariviere","3.4","16","10","3","N/A","N/A","N/A"
"478","Pendall Point","01 08","6","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"479","Pendall Point","01 08","7","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"480","Pendall Point","01 08","10","2009","28/04/2009","10:45","1","2","2","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"481","Pendall Point","01 08","12","2009","28/04/2009","10:45","1","2","2","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"482","Pendall Point","01 08","13","2009","28/04/2009","10:45","1","2","1","1","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"483","Pendall Point","01 08","23","2009","28/04/2009","10:45","1","2","1","1","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"484","Pendall Point","01 08","26","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"485","Pendall Point","01 08","27","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"486","Pendall Point","01 08","29","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"487","Pendall Point","01 08","30","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"488","Pendall Point","01 08","31","2009","28/04/2009","10:45","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"489","Pendall Point","01 08","38","2009","28/04/2009","10:45","1","1","0","1","6","M.Patrikeev/C. Lariviere","4.5","11","N/A","2","N/A","N/A","N/A"
"490","South Cameron Lake","01 07","10","2009","28/04/2009","14:40","1","2","0","0","6","M.Patrikeev/C. Lariviere","4.5","10.4","10","2","N/A","N/A","N/A"
"491","South Cameron Lake","01 07","23","2009","28/04/2009","14:40","1","1","1","0","6","M.Patrikeev/C. Lariviere","4.5","10.4","10","2","N/A","N/A","N/A"
"492","South Cameron Lake","01 07","28","2009","28/04/2009","14:40","1","2","1","1","6","M.Patrikeev/C. Lariviere","4.5","10.4","10","2","N/A","N/A","N/A"
"493","South Cameron Lake","01 07","31","2009","28/04/2009","14:40","1","2","2","0","6","M.Patrikeev/C. Lariviere","4.5","10.4","10","2","N/A","N/A","N/A"
"494","South Cameron Lake","01 07","9","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"495","South Cameron Lake","01 07","10","2009","13/05/2009","10:20","2","2","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"496","South Cameron Lake","01 07","12","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"497","South Cameron Lake","01 07","13","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"498","South Cameron Lake","01 07","18","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"499","South Cameron Lake","01 07","20","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"500","South Cameron Lake","01 07","21","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"501","South Cameron Lake","01 07","23","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"502","South Cameron Lake","01 07","25","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"503","South Cameron Lake","01 07","26","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"504","South Cameron Lake","01 07","31","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"505","South Cameron Lake","01 07","33","2009","13/05/2009","10:20","2","1","0","0","6","M.Patrikeev/C. Lariviere/M.DesJardine","0.7","16.6","8","1","N/A","N/A","N/A"
"506","Pendall Point","01 08","6","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"507","Pendall Point","01 08","10","2009","07/05/2009","11:05","2","2","2","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"508","Pendall Point","01 08","11","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"509","Pendall Point","01 08","12","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"510","Pendall Point","01 08","13","2009","07/05/2009","11:05","2","2","2","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"511","Pendall Point","01 08","14","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"512","Pendall Point","01 08","16","2009","07/05/2009","11:05","2","1","0","1","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"513","Pendall Point","01 08","18","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"514","Pendall Point","01 08","20","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"515","Pendall Point","01 08","21","2009","07/05/2009","11:05","2","1","0","1","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"516","Pendall Point","01 08","22","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"517","Pendall Point","01 08","23","2009","07/05/2009","11:05","2","2","1","1","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"518","Pendall Point","01 08","26","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"519","Pendall Point","01 08","28","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"520","Pendall Point","01 08","29","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"521","Pendall Point","01 08","31","2009","07/05/2009","11:05","2","2","1","1","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"522","Pendall Point","01 08","34","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"523","Pendall Point","01 08","38","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"524","Pendall Point","01 08","39","2009","07/05/2009","11:05","2","2","2","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"525","Pendall Point","01 08","40","2009","07/05/2009","11:05","2","1","1","0","6","M.DesJardine","3.4","11.3","6","0","N/A","N/A","N/A"
"526","Cameron Lake Dunes","01 01","6","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"527","Cameron Lake Dunes","01 01","16","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"528","Cameron Lake Dunes","01 01","18","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"529","Cameron Lake Dunes","01 01","19","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"530","Cameron Lake Dunes","01 01","20","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"531","Cameron Lake Dunes","01 01","21","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"532","Cameron Lake Dunes","01 01","22","2009","07/05/2009","11:40","2","2","1","1","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"533","Cameron Lake Dunes","01 01","24","2009","07/05/2009","11:40","2","2","2","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"534","Cameron Lake Dunes","01 01","26","2009","07/05/2009","11:40","2","4","4","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"535","Cameron Lake Dunes","01 01","27","2009","07/05/2009","11:40","2","4","3","1","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"536","Cameron Lake Dunes","01 01","31","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"537","Cameron Lake Dunes","01 01","36","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"538","Cameron Lake Dunes","01 01","37","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"539","Cameron Lake Dunes","01 01","39","2009","07/05/2009","11:40","2","1","1","0","6","M.DesJardine","3.4","15.7","9","1","N/A","N/A","N/A"
"540","Emmett Lake","01 02","1","2009","07/05/2009","13:30","2","2","2","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"541","Emmett Lake","01 02","3","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"542","Emmett Lake","01 02","6","2009","07/05/2009","13:30","2","2","1","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"543","Emmett Lake","01 02","8","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"544","Emmett Lake","01 02","9","2009","07/05/2009","13:30","2","2","1","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"545","Emmett Lake","01 02","10","2009","07/05/2009","13:30","2","1","0","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"546","Emmett Lake","01 02","11","2009","07/05/2009","13:30","2","2","1","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"547","Emmett Lake","01 02","12","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"548","Emmett Lake","01 02","15","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"549","Emmett Lake","01 02","16","2009","07/05/2009","13:30","2","2","0","2","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"550","Emmett Lake","01 02","17","2009","07/05/2009","13:30","2","1","0","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"551","Emmett Lake","01 02","18","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"552","Emmett Lake","01 02","19","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"553","Emmett Lake","01 02","20","2009","07/05/2009","13:30","2","4","4","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"554","Emmett Lake","01 02","21","2009","07/05/2009","13:30","2","1","0","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"555","Emmett Lake","01 02","22","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"556","Emmett Lake","01 02","23","2009","07/05/2009","13:30","2","2","2","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"557","Emmett Lake","01 02","24","2009","07/05/2009","13:30","2","2","1","1","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"558","Emmett Lake","01 02","25","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"559","Emmett Lake","01 02","26","2009","07/05/2009","13:30","2","2","2","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
"560","Emmett Lake","01 02","27","2009","07/05/2009","13:30","2","1","1","0","6","M.DesJardine","3.4","21.7","13","0","N/A","N/A","N/A"
